,Unnamed: 0,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview,year,month,day,fixed_budget,fixed_revenue,fixed_gross
5147,4534,72440,ఆనగనగా ఓ ధీరుడు,2011-01-14,133,"Adventure,Fantasy,Action,Family",3800000,5400000,6.2,26,1.885,"In a teardrop-shaped land called Sangarashtra, a 9-year-old girl with special healing powers tries to save her homeland from the tyranny of an evil queen with the help of a blind swordsman.",2011,1,14,4674929.872922322,6643321.398363301,1968391.5254409788
5148,4535,83860,October Baby,2011-10-30,107,Drama,1000000,5396618,6.7,94,7.534,OCTOBER BABY is the coming of age story of a beautiful and naive college freshman who discovers that her entire life is a lie and sets out on a road trip with a host of misfits to discover herself and the answers she craves.,2011,10,30,1230244.7034006114,6639160.710776397,5408916.007375786
5149,4536,38543,Ironclad,2011-03-03,121,"Romance,Adventure,Action,History",25000000,5151023,6.2,610,13.194,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",2011,3,3,30756117.585015275,6337018.762844726,-24419098.82217055
5150,4537,60592,Hur många lingon finns det i världen,2011-03-18,96,Drama,950000,5012245,6.4,27,1.799,"Alex's high opinion of himself isn't backed up by reality as he is unemployed and having trouble with his girlfriend. When he finally gets a job with the local council/municipality of Hudiksvall his life is about to change. Suddenly Alex finds himself the leader of a local theatre group of people with learning difficulties. Through their work together, Alex comes to appreciate that we all have our own talents which can grow if given the opportunity and support. ""The Importance of Tying Your Own Shoes"" is based on the work of the Glada Hudik Theatre whose performances have met with success in Sweden and internationally since it was formed in 1996.",2011,3,18,1168732.4682305804,6166287.863396198,4997555.395165617
5151,4539,73499,The Double,2011-10-27,98,"Action,Drama,Crime",17000000,4729855,5.8,548,26.413,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",2011,10,27,20914159.95781039,5818879.061602898,-15095280.896207493
5152,4540,43935,Dylan Dog: Dead of Night,2011-03-16,107,"Action,Comedy,Horror,Mystery,Fiction,Thriller",20000000,4634062,4.7,431,6.578,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",2011,3,16,24604894.068012226,5701030.230730043,-18903863.837282185
5153,4541,73567,Killer Joe,2011-09-10,102,"Crime,Thriller,Drama,Horror",10000000,4633668,6.5,1157,10.311,A cop who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer in exchange for a tumble with the young man's virginal sister.,2011,9,10,12302447.034006113,5700545.5143169025,-6601901.519689211
5154,4542,56780,Atlas Shrugged: Part I,2011-04-14,97,"Drama,Thriller,Fiction,Mystery",15000000,4627375,5.3,155,9.305,"A powerful railroad executive, Dagny Taggart, struggles to keep her business alive while society is crumbling around her. Based on the 1957 novel by Ayn Rand.",2011,4,14,18453670.551009163,5692803.584398404,-12760866.96661076
5155,4543,82532,"Jeff, Who Lives at Home",2011-09-13,83,"Drama,Comedy",10000000,4417580,6.2,512,6.196,"Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife.",2011,9,13,12302447.034006113,5434704.396848471,-6867742.637157642
5156,4545,61400,Thank You,2011-04-08,140,Comedy,13100000,4100000,5.3,42,4.28,"The film is about three husbands having affairs outside their marriage. One of their wives hires a detective named Kishen and finds out that their husbands are cheating. Their wives find out when Kishen scares them by blind folding them and when they tell their girlfriends list, Sanjana gets hurt and leaves and tries to commit suicide but Kishen helps her.",2011,4,8,16116205.614548005,5044003.283942504,-11072202.330605501
5157,4546,59678,Attack the Block,2011-05-12,88,"Action,Comedy,Fiction",14350531,3964682,6.4,1715,9.432,A teen gang in a South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,2011,5,12,17654664.753736276,4877529.031167743,-12777135.722568534
5158,4548,76025,Shame,2011-10-02,102,Drama,6500000,3909002,7.0,2665,21.148,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",2011,10,2,7996590.572103973,4809029.006082396,-3187561.5660215765
5159,4550,76349,辛亥革命,2011-07-03,121,"Adventure,Drama,Action,History,War",30000000,3807134,5.7,126,8.522,"At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword.",2011,7,3,36907341.10201833,4683706.438636382,-32223634.663381945
5160,4552,76201,Águila Roja: La película,2011-04-20,122,"Action,Adventure,Drama,History",8538460,3716598,4.5,22,3.832,"Early XVII century. A summit between France, England, Portugal and the Pope is to take place in Spain, home of the masked hero known as Red Eagle. The countries are coming together under the guise of looking for a solution to the conflict between Spain and Portugal; however, the ulterior motive is to attack the Kingdom of Spain. The Marchioness of Santillana and her fellow conspirators have hired an assassin to finish off the Red Eagle to guarantee the outcome of their plot. The townspeople and the whole kingdom will be at the mercy of the traitors, but the Red Eagle will be there to help them.",2011,4,20,10504395.190197984,4572325.004169305,-5932070.186028679
5161,4553,173931,兔侠传奇,2011-01-01,89,"Action,Adventure,Animation,Comedy,Family",19000000,3699225,4.3,6,2.356,"In order to keep his promise to an aging kung fu master, Fu the Rabbit must venture out of the comfort of his kitchen and team up with Penny, a kung fu prodigy, on a heroic quest to save their kung fu academy.",2011,1,1,23374649.36461161,4550951.962937126,-18823697.401674487
5162,4555,60420,Like Crazy,2011-10-28,90,"Drama,Romance",250000,3542353,6.4,931,10.237,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",2011,10,28,307561.17585015285,4357961.015825264,4050399.839975111
5163,4557,74513,Forces spéciales,2011-11-02,109,"Action,Drama,War",10000000,3424648,6.7,454,77.425,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",2011,11,2,12302447.034006113,4213155.063011495,-8089291.970994618
5164,4558,78206,Poulet aux Prunes,2011-10-26,93,"Comedy,Drama",12000000,3265941,7.1,129,5.643,"Nasser-Ali, a talented musician, loses the will to live after his wife breaks his beloved violin during an argument. He searches for a replacement, and finding none that sounds quite the same, he vows to die. Eight days later, he does. This is the story of his last week of life, where we see flashbacks and flash forwards of his previous life and his children's futures. We also see appearances of a nude Sophia Loren as well as the angel of death, Azarel. As we see his life, we realize exactly why he chose to end it and the profundity of this choice.",2011,10,26,14762936.440807331,4017906.616868895,-10745029.823938437
5165,4559,84355,Your Sister's Sister,2011-09-11,90,Comedy,125000,3242802,6.5,279,7.876,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",2011,9,11,153780.58792507643,3989439.9846769087,3835659.396751832
5166,4560,62046,Flypaper,2011-08-19,87,"Mystery,Comedy,Crime",5000000,3142154,6.4,642,14.623,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,2011,8,19,6151223.517003057,3865618.3157690447,-2285605.201234012
5167,4562,64720,Take Shelter,2011-09-30,120,"Thriller,Drama,Horror",5000000,3099314,7.1,1409,15.081,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",2011,9,30,6151223.517003057,3812914.6326753614,-2338308.8843276952
5168,4563,63207,Intruders,2011-09-12,100,"Thriller,Horror,Fantasy",13000000,3012210,5.4,417,11.267,"Though no one can see him, Hollow Face lurks in the corners, desperately desiring love but only knowing how to spread fear and hate. He creeps into the life of John Farrow after Farrow’s beloved 13-year-old daughter Mia is assaulted in their home. The line between the real and the imaginary blurs as fissures start to open within the family unit. It seems that no security measure can keep Hollow Face out.",2011,9,12,15993181.144207945,3705755.398030355,-12287425.74617759
5169,4564,104711,Tom Sawyer,2011-11-17,109,"Adventure,Family",8500000,2963639,5.8,42,7.272,"Tom Sawyer has a head full of pranks and drives when he invents is not just a new adventure, preferably around with his best buddy Huck Finn - much to the chagrin of his Aunt Polly with Tom and his half-brother Sid in the town of St. Petersburg on the Mississippi river.",2011,11,17,10457079.978905195,3646001.1825414835,-6811078.796363711
