,original_title,id,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor,predicted_goodness
485,Night of the Creeps,15762,90,"Horror,Comedy,Fiction",5000000,591366,6.8,385,9.642,1986,8,21,12614909.455843216,1492005.7090528358,-11122903.74679038,8.819546491013519,6.290741038630432,4.7937877132408815,4.373070830551557,6.069286518359098,7.089395749409553
486,Kangaroo,42007,108,Drama,3300000,432266,6.0,1,0.887,1986,7,24,8325840.240856525,1090599.2901679047,-7235240.95068862,8.825918465623253,1.432180071054718,4.7937877132408815,7.247971097183509,5.57496433677559,7.331262198871522
487,Milyarder,219998,96,"Family,Drama,Comedy",44350,194300,7.1,29,2.161,1986,9,7,111894.24687332936,490215.3814540676,378321.1345807383,8.83814394705065,4.258262785367184,4.7937877132408815,4.850202988915883,5.685099358643649,7.118778233615719
488,Zombie Brigade,209182,92,"Action,Horror,Comedy",10,15,2.5,7,0.6,1986,5,22,25.229818911686426,37.84472836752966,12.614909455843236,8.83754419041898,2.2877998589780013,4.7937877132408815,4.516306680709556,5.108859610836855,7.10579215039887
489,Fatal Attraction,10998,119,"Drama,Thriller",14000000,320145693,6.8,1124,20.069,1987,9,11,34629163.21211863,791884103.896702,757254940.6845834,9.42478407058774,7.14713159351017,5.206212286759117,5.375484537478269,6.788403122083824,7.117367924439602
490,Beverly Hills Cop II,96,103,"Action,Comedy,Crime",28000000,299965036,6.5,1948,18.626,1987,5,18,69258326.42423727,741967013.5409318,672708687.1166946,9.386430084372511,7.550616985804007,5.206212286759117,5.729107246376018,6.968091650827914,7.033875580508894
491,3 Men and a Baby,12154,102,"Family,Comedy",11000000,242780960,6.2,831,9.902,1987,11,27,27208628.238093205,600521534.9024892,573312906.6643959,9.33675804982291,6.831887740644667,5.206212286759117,5.563482061211881,6.734585034609645,7.034871666377211
492,Dirty Dancing,88,100,"Drama,Music,Romance",6000000,214577242,7.3,5233,25.343,1987,8,21,14841069.94805084,530759309.6303059,515918239.682255,9.30538765842757,8.433263434877665,5.206212286759117,5.283220467720344,7.057020961946175,7.212931692731744
493,The Living Daylights,708,130,"Action,Adventure,Thriller",40000000,191185897,6.5,1389,21.721,1987,6,29,98940466.320339,472900545.0763071,373960078.7559681,9.216974197794256,7.280273380900416,5.206212286759117,4.352952023707719,6.5141029722903765,7.352084228997603
494,"Good Morning, Vietnam",801,121,"Comedy,Drama,War",13000000,123922370,7.3,2181,11.441,1987,12,23,32155651.554110155,306523426.8830395,274367775.3289293,9.142740041419328,7.733702028415725,5.206212286759117,5.128037205041429,6.8026728904089,7.084921681645304
495,Lethal Weapon,941,110,"Adventure,Action,Comedy,Thriller,Crime",15000000,120207127,7.3,3779,22.571,1987,3,6,37102674.87012712,297333730.0102051,260231055.140078,9.13114524746855,8.17306620437884,5.206212286759117,10.0,8.127605934651626,7.116165760098142
496,Dennis the Menace,171147,118,"Family,Comedy",35000000,117270765,6.0,4,1.409,1987,9,18,86572908.03029656,290070604.3710721,203497696.34077555,9.08138263881948,2.5402658329604844,5.206212286759117,5.518218854984392,5.586519903380868,6.959045511075551
497,The Secret of My Success,10021,111,Comedy,12000000,110996879,6.5,504,14.074,1987,4,10,29682139.89610168,274552074.209056,244869934.31295428,9.118201058161253,6.469957433214853,5.206212286759117,7.781389463317852,7.143940060363269,7.129965875840712
498,Predator,106,107,"Fiction,Action,Adventure,Thriller",15000000,98267558,7.5,6499,111.695,1987,6,12,37102674.87012712,243065950.31702387,205963275.4468968,9.08366255230736,8.628050296527437,5.206212286759117,6.758310451071175,7.419058896666272,7.26126127745473
499,Moonstruck,2039,102,"Comedy,Drama,Romance",15000000,80640528,6.9,705,11.021,1987,12,16,37102674.87012712,199465286.1159588,162362611.24583167,9.041551700810308,6.785959207445717,5.206212286759117,5.563482061211881,6.649301314056756,7.124044748045953
500,Police Academy 4: Citizens on Patrol,10587,88,"Comedy,Crime",17000000,76800000,5.5,939,17.747,1987,4,2,42049698.18614405,189965695.3350507,147915997.14890665,9.02669024637087,6.833793694706501,5.206212286759117,4.241611632744427,6.3270769651452285,7.11999095737591
501,The Untouchables,117,119,"Crime,Drama,History,Thriller",25000000,76270454,7.8,4725,24.656,1987,6,3,61837791.45021185,188655857.1305991,126818065.68038726,9.004072933232633,8.404593782569592,5.206212286759117,5.375484537478269,6.997590885009903,7.104248296939168
502,Broadcast News,12626,133,"Comedy,Romance",20000000,67330500,6.8,317,7.62,1987,12,16,49470233.1601695,166542776.6895395,117072543.52937,8.993232454029393,6.135400930441962,5.206212286759117,4.161755358616755,6.124150257461807,6.998010542568048
503,Empire of the Sun,10110,153,"Drama,History,War",35000000,66700000,7.5,1555,14.959,1987,12,9,86572908.03029656,164983227.5891652,78410319.55886865,8.947477926341826,7.484891865256202,5.206212286759117,3.239853936085981,6.219609003610782,7.119206047889012
504,Dragnet,10023,106,"Action,Comedy,Crime",20000000,66673516,5.9,368,8.164,1987,6,23,49470233.1601695,164917719.10641453,115447485.94624504,8.991399355854025,6.141164712790389,5.206212286759117,6.411483596755659,6.687564988039798,7.047646485133157
505,Stakeout,10859,116,"Action,Comedy,Romance",14500000,65700000,6.5,312,8.34,1987,8,5,35865919.04112288,162509715.9311567,126643796.8900338,9.003881340766695,6.0866275164703305,5.206212286759117,5.859713920736208,6.539108766183088,6.940625284176327
506,*batteries not included,11548,106,"Fiction,Comedy,Family,Fantasy",25000000,65088797,6.7,561,13.248,1987,12,18,61837791.45021185,160997898.18524703,99160106.73503518,8.972605925894232,6.579823258093983,5.206212286759117,6.411483596755659,6.792531266875748,7.144504915145333
507,The Witches of Eastwick,6069,118,"Comedy,Fantasy,Horror",22000000,63766510,6.5,1132,16.19,1987,6,12,54417256.47618641,157727205.87551388,103309949.39932749,8.977468659248002,7.116735080419469,5.206212286759117,5.518218854984392,6.704658720352745,7.118721487443075
508,Throw Momma from the Train,11896,88,"Comedy,Crime",14000000,57915972,6.2,434,11.371,1987,12,11,34629163.21211863,143255831.92689237,108626668.71477374,8.983623545238174,6.312664551995876,5.206212286759117,4.241611632744427,6.186028004184398,7.1475794169013325
509,La Bamba,16620,108,"Drama,Music",6500000,54215416,7.2,566,19.252,1987,7,24,16077825.777055075,134102463.51977909,118024637.742724,8.994303006262264,6.644445209240708,5.206212286759117,7.247971097183509,7.0232328998614,7.008956702203148
510,RoboCop,5548,102,"Action,Thriller,Fiction",13000000,53424681,7.3,4094,32.627,1987,7,17,32155651.554110155,132146571.2788838,99990919.72477366,8.973583642186439,8.237061804816166,5.206212286759117,5.563482061211881,6.9950849487434015,7.066633692801995
511,Jaws: The Revenge,580,89,"Adventure,Thriller,Horror",23000000,51881013,4.1,811,21.015,1987,7,17,56890768.1341949,128328290.48478924,71437522.35059434,8.938711623188867,6.481848507799898,5.206212286759117,4.306009760775681,6.23319554463089,7.147138815662765
512,Harry and the Hendersons,8989,110,"Comedy,Family,Fantasy",10000000,49998613,6.0,561,10.418,1987,6,5,24735116.58008475,123672152.13975409,98937035.55966936,8.972343052484728,6.491620409960052,5.206212286759117,10.0,7.667543937300975,6.760092557113153
513,"Planes, Trains and Automobiles",2609,93,Comedy,15000000,49500000,7.2,1493,9.91,1987,11,26,37102674.87012712,122438827.07141948,85336152.20129237,8.956020729034956,7.419739689127878,5.206212286759117,4.593162894973244,6.543783899973799,7.223784413939854
514,Full Metal Jacket,600,117,"Drama,War",30000000,46357676,8.1,8780,59.315,1987,6,26,74205349.74025424,114666252.02417962,40460902.28392538,8.897580094334025,8.930022783434607,5.206212286759117,5.67794569366247,7.177940214547555,7.25539934971732
515,A Nightmare on Elm Street 3: Dream Warriors,10072,96,"Horror,Thriller",4000000,44800000,6.7,1369,15.519,1987,2,27,9894046.632033894,110813322.2787796,100919275.64674573,8.974673662955505,7.292904020954161,5.206212286759117,4.850202988915883,6.580998239896166,7.010568446051326
516,The Last Emperor,746,163,"Drama,History",23000000,43984230,7.6,1309,14.026,1987,5,27,56890768.1341949,108795505.67352603,51904737.539331146,8.913212981309652,7.3578273052009,5.206212286759117,2.8996063158419294,6.094214722277899,7.565532530501809
517,Wall Street,10673,126,"Crime,Drama",15000000,43848069,7.2,1686,14.358,1987,12,10,37102674.87012712,108458709.85266,71356034.98253286,8.93860816850498,7.516913475461482,5.206212286759117,4.649698314369313,6.577858061273724,7.401174764317087
518,Mannequin,10019,89,"Fantasy,Comedy,Romance",6000000,42721196,6.8,559,20.85,1987,2,13,14841069.94805084,105671376.35006504,90830306.4020142,8.962685051540374,6.588810477989848,5.206212286759117,4.306009760775681,6.265929394266255,7.041886912630229
519,Roxanne,11584,107,"Comedy,Romance",12000000,40050884,6.4,510,8.875,1987,6,19,29682139.89610168,99066328.48754504,69384188.59144336,8.936097536366724,6.467024164173327,5.206212286759117,6.758310451071175,6.841911109592585,6.882960727363731
520,Blind Date,918,95,"Comedy,Romance",18000000,39321715,6.0,384,12.347,1987,3,27,44523209.84415254,97262720.46538666,52739510.62123412,8.914332528265508,6.188617427826735,5.206212286759117,4.759539621348529,6.267175466049972,7.156300664339807
521,The Running Man,865,101,"Action,Fiction,Thriller",27000000,38122105,6.5,1853,19.901,1987,2,17,66784814.76622882,94295471.14532316,27510656.37909434,8.879214553216949,7.510653431752228,5.206212286759117,5.41614268560047,6.753055739332192,7.11133604464927
522,Spaceballs,957,96,"Comedy,Fiction",22700000,38119483,6.8,2426,17.038,1987,6,24,56148714.63679237,94288985.59775583,38140270.960963465,8.894343245876115,7.762084571942819,5.206212286759117,4.850202988915883,6.678210773373483,6.893106670287345
523,No Way Out,10083,114,"Action,Drama,Thriller",15000000,35509515,6.9,518,8.982,1987,8,14,37102674.87012712,87833199.32272677,50730524.45259965,8.911633509026846,6.539592317104495,5.206212286759117,6.325279691325684,6.745679451054035,7.032339279708648
524,Adventures in Babysitting,14367,102,Comedy,7000000,34368475,6.9,524,12.125,1987,7,1,17314581.606059317,85010823.58047281,67696241.9744135,8.933937288417292,6.5487975810326535,5.206212286759117,5.563482061211881,6.563107304355236,7.018135092576542
525,The Lost Boys,1547,97,"Horror,Comedy",8500000,32222567,7.1,1589,28.999,1987,7,31,21024849.093072027,79702895.1254592,58678046.03238717,8.922218212668346,7.458371479902489,5.206212286759117,4.946821826697015,6.633405951506743,7.192577240101727
526,Can't Buy Me Love,12919,94,"Drama,Comedy,Romance",1800000,31623833,7.0,545,11.222,1987,8,14,4452320.984415253,78221919.59641309,73769598.61199784,8.941662428553894,6.591707082050435,5.206212286759117,4.674067902962041,6.353412425081372,6.978216790730861
527,The Princess Bride,2493,99,"Adventure,Family,Fantasy,Comedy,Romance",16000000,30861665,7.7,3826,13.023,1987,9,25,39576186.528135575,76336688.16305214,36760501.63491657,8.89240772448869,8.225586331893506,5.206212286759117,5.161963534029777,6.8715424692927725,7.161100923666353
528,Raising Arizona,378,94,"Comedy,Crime",6000000,29180280,7.0,1669,13.613,1987,3,1,14841069.94805084,72177762.76395151,57336692.81590067,8.920448991978429,7.486295644143427,5.206212286759117,4.674067902962041,6.571756206460754,7.251785981772421
529,Overboard,10780,112,"Comedy,Romance",22000000,26713187,6.8,677,10.601,1987,12,16,54417256.47618641,66075379.4670604,11658122.990873992,8.85567186792833,6.741896709426333,5.206212286759117,7.081009965973052,6.971197707521708,7.076822931247716
530,Baby Boom,11215,110,"Comedy,Drama,Romance",15000000,26712476,6.4,303,6.994,1987,10,7,37102674.87012712,66073620.80027158,28970945.93014446,8.881323045371213,6.050838535706789,5.206212286759117,10.0,7.534593466959279,7.106369140790459
531,Cry Freedom,12506,157,"Drama,History",29000000,25899797,7.1,158,6.202,1987,11,6,71731838.08224575,64063449.819552936,-7668388.262692817,8.825212938804864,5.613340726780596,5.206212286759117,3.0975631019049383,5.685582263562379,7.211278501135899
532,Innerspace,2614,120,"Action,Comedy,Fiction",27000000,25893810,6.8,990,13.467,1987,6,30,66784814.76622882,64048640.905256405,-2736173.860972412,8.833182581561399,7.045663290912934,5.206212286759117,5.246259359513946,6.582829379686848,7.065167728858174
533,Black Widow,19345,102,"Mystery,Thriller",10500000,25205460,6.2,156,11.115,1987,2,6,25971872.40908898,62345999.15546627,36374126.74637729,8.891864240510602,5.49481469979502,5.206212286759117,5.563482061211881,6.289093322069156,7.1308859931283335
534,Ernest Goes to Camp,18935,92,"Comedy,Family",3000000,23509382,5.3,123,6.824,1987,5,22,7420534.97402542,58150730.44957459,50730195.47554917,8.91163306573799,5.1794736761007565,5.206212286759117,4.516306680709556,5.953406427326854,7.2811522273485085
535,The Principal,10081,109,"Action,Adventure,Crime,Drama",11000000,19734940,6.5,225,10.303,1987,9,18,27208628.238093205,48814604.16009776,21605975.92200455,8.870587557647879,5.825329243595819,5.206212286759117,8.109485493949792,7.002903645488152,6.756490933135042
536,Superman IV: The Quest for Peace,11411,90,"Action,Adventure,Fiction",17000000,19300000,4.5,1003,20.097,1987,7,24,42049698.18614405,47738774.99956355,5689076.8134194985,8.846480826484218,6.72609769029087,5.206212286759117,4.373070830551557,6.2879654085214405,7.10712316272443
537,Project X,18410,108,"Drama,Comedy",18000000,18532286,6.3,209,13.606,1987,4,17,44523209.84415254,45839825.47054723,1316615.626394689,8.839628073565517,5.74138623514461,5.206212286759117,7.247971097183509,6.758799423163188,7.053504793316898
538,Masters of the Universe,11649,106,"Action,Fantasy,Fiction,Adventure,Thriller",22000000,17336370,5.7,700,12.638,1987,8,7,54417256.47618641,42881713.30254836,-11535543.173638051,8.818864883408759,6.627556808612903,5.206212286759117,6.411483596755659,6.766029393884109,7.206643956687961
539,Angel Heart,635,113,"Horror,Mystery",17000000,17186348,7.1,1185,13.506,1987,3,6,42049698.18614405,42510632.136590615,460933.950446561,8.8382748130517,7.223882766986382,5.206212286759117,6.645092790656811,6.978365664363503,7.174363248721299
540,Over the Top,1825,93,"Action,Drama",25000000,16057580,6.3,1349,18.416,1987,2,13,61837791.45021185,39718611.32940372,-22119180.12080813,8.80102331677795,7.231936385917374,5.206212286759117,4.593162894973244,6.458083721106921,7.17612795073128
541,Hellraiser,9003,93,Horror,1000000,14575193,6.9,1909,52.849,1987,9,11,2473511.658008473,36051909.80322351,33578398.14521504,8.887912191067974,7.58218638742917,5.206212286759117,4.593162894973244,6.567368440057376,7.146136937979869
542,Ishtar,12704,107,"Adventure,Comedy",55000000,14375181,4.4,110,6.56,1987,5,15,136043141.19046614,35557177.78948191,-100485963.40098424,8.641165281193574,4.941432682804373,5.206212286759117,6.758310451071175,6.38678017545706,7.30315065644871
543,Prince of Darkness,8852,101,Horror,3000000,14182492,6.8,750,9.688,1987,10,23,7420534.97402542,35080559.30161193,27660024.32758651,8.879430673836948,6.823748102475463,5.206212286759117,5.41614268560047,6.581383437167999,7.011123650499871
544,Creepshow 2,16288,92,"Horror,Comedy",3500000,14000000,6.2,427,17.641,1987,5,1,8657290.803029658,34629163.21211863,25971872.409088977,8.87698207349823,6.299667275108278,5.206212286759117,4.516306680709556,6.224792079018794,6.994963631124358
545,The Gate,6917,86,"Horror,Fantasy",2500000,13500000,6.0,275,9.67,1987,4,21,6183779.145021187,33392407.38311441,27208628.23809322,8.878777233741229,5.921748993617688,5.206212286759117,4.119896095505944,6.031658652405994,7.214913860889358
546,The Pick-up Artist,17258,81,"Romance,Comedy,Crime",15000000,13290368,5.7,154,9.323,1987,9,18,37102674.87012712,32873880.187222764,-4228794.682904355,8.830785486065514,5.417291925995658,5.206212286759117,3.848902400115151,5.82579802473386,7.065439626098872
547,The Bedroom Window,39074,114,"Drama,Thriller",8300000,12640385,6.5,83,7.952,1987,1,16,20530146.76147033,31266139.659215447,10735992.897745118,8.854264085994648,5.028204614010161,5.206212286759117,6.325279691325684,6.353490169522402,6.916127897093431
548,Less Than Zero,13703,98,"Drama,Crime,Romance",8000000,12396383,6.4,240,8.107,1987,11,6,19788093.264067788,30662597.86763805,10874504.603570268,8.854475825589372,5.864523118677782,5.206212286759117,5.050343552158344,6.243888695796153,7.119225218478228
549,Evil Dead II,765,84,"Horror,Comedy,Fantasy",3500000,10900000,7.6,2408,23.034,1987,3,13,8657290.803029658,26961277.07229236,18303986.269262694,8.865690742875087,7.84503615676429,5.206212286759117,4.006377390815473,6.480829144303492,7.074854608566863
550,Someone to Watch Over Me,31650,103,"Drama,Romance,Thriller",17000000,10278549,5.9,138,9.614,1987,10,9,42049698.18614405,25424110.77891136,-16625587.407232698,8.81037173807648,5.357173260033575,5.206212286759117,5.729107246376018,6.275716132811297,7.059754127979001
551,The Hidden,12476,96,"Horror,Fiction,Thriller",5000000,9747988,7.0,295,7.902,1987,10,30,12367558.290042374,24111761.96012669,11744203.670084324,8.855803061555422,6.101079242616772,5.206212286759117,4.850202988915883,6.253324394961798,7.262144474264294
