original_title,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor
The Swan Princess,89,"Family,Animation,Fantasy,Adventure,Comedy",20000000,9771658,6.6,828,17.367,1994,11,18,37600263.79176351,18370845.92414481,-19229417.86761869,2.683633021613829,6.878970359906426,7.060702520912806,2.4259875150868893,4.762323354379987
The Chase,89,"Adventure,Comedy,Action,Crime",26000000,8009329,5.7,279,6.978,1994,3,4,48880342.92929255,15057644.159751076,-33822698.76954147,2.60922532431973,5.892292152535977,7.060702520912806,2.4259875150868893,4.49705187821385
Hoop Dreams,174,Documentary,700000,7830611,7.7,236,9.826,1994,9,12,1316009.2327117228,14721651.96253425,13405642.729822528,2.842993098850843,5.998900121905291,7.060702520912806,0.5258744810400046,4.107117555677236
Serial Mom,94,"Comedy,Crime,Thriller",13000000,7820688,6.8,537,10.385,1994,4,13,24440171.46464628,14702996.591653977,-9737174.8729923,2.730943738176085,6.556716882108207,7.060702520912806,2.8622110171854453,4.8026435395956355
Surviving the Game,96,"Action,Thriller",7400000,7690013,6.1,139,8.213,1994,4,15,13912097.602952491,14457325.868104534,545228.2651520409,2.781284826830275,5.389590809933995,7.060702520912806,3.074742673261191,4.576580207734566
Clifford,89,Comedy,19000000,7411659,5.0,73,6.336,1994,4,1,35720250.60217533,13934016.67672991,-21786233.925445423,2.670746207878643,4.715875962251626,7.060702520912806,2.4259875150868893,4.218328051532491
Ed Wood,127,"Comedy,Drama,History",18000000,5887457,7.5,1902,11.299,1994,9,27,33840237.41258716,11068496.81313323,-22771740.59945393,2.6657624429982625,7.645898203452223,7.060702520912806,2.737820558606711,5.027545931492501
倫文敘老點柳先開,94,"Comedy,Action",5000000,5000000,5.9,4,0.746,1994,1,13,9400065.947940877,9400065.947940877,0.0,2.7786383703112256,2.526831652581937,7.060702520912806,2.8622110171854453,3.8070958902478536
Курочка Ряба,117,Comedy,2700000,4635143,4.6,10,1.4,1994,5,1,5076035.611888073,8714129.975627305,3638094.363739232,2.7962497344961643,3.0602901792555692,7.060702520912806,4.103831165736279,4.255268400100205
PCU,79,Comedy,9000000,4350774,6.0,97,8.125,1994,4,29,16920118.70629358,8179512.504917304,-8740606.201376274,2.735863325535906,5.088814796178005,7.060702520912806,1.78942861376522,4.168702314097985
Exotica,104,"Drama,Mystery",2000000,4221036,6.6,220,19.649,1994,11,30,3760026.379176352,7935603.353726512,4175576.97455016,2.7988421964100416,5.819569872906207,7.060702520912806,4.411761987908632,5.022719144534422
Silent Fall,101,"Drama,Thriller,Mystery",30000000,3180674,5.2,55,5.343,1994,10,28,56400395.68764527,5979709.071780182,-50420686.61586509,2.521929081544786,4.520918623633551,7.060702520912806,3.773201659770226,4.469187971465343
Clerks,92,Comedy,27575,3151130,7.4,2020,9.567,1994,9,13,51841.36370289394,5924165.962106988,5872324.598404094,2.8070104791653665,7.683280984685894,7.060702520912806,2.673904464568282,5.056224612333087
The Favor,97,"Comedy,Romance",13000000,3134081,5.0,34,4.618,1994,4,29,24440171.46464628,5892113.6172377,-18548057.847408578,2.6870567694605465,4.105120300363911,7.060702520912806,3.1923316390626058,4.261302807449967
Heavenly Creatures,109,"Drama,Fantasy",5000000,3049135,7.0,725,11.583,1994,9,12,9400065.947940877,5732414.016834942,-3667651.931105935,2.760770207228036,6.819820257142551,7.060702520912806,7.3471119141906565,5.997101224868512
China Moon,99,"Mystery,Thriller",15000000,3038499,6.0,83,9.345,1994,3,4,28200197.84382264,5712418.196550482,-22487779.647272155,2.667199405186654,4.964225283786397,7.060702520912806,3.456653714095997,4.537195230995463
The Hudsucker Proxy,111,"Comedy,Drama",25000000,2800000,7.1,825,8.13,1994,3,11,47000329.7397044,5264036.930846891,-41736292.80885751,2.567974365792366,6.934439111877156,7.060702520912806,6.895361408722341,5.864619351826168
Утомлённые солнцем,135,Drama,2800000,2616503,7.1,127,7.513,1994,5,1,5264036.930846891,4919060.15059703,-344976.78024986107,2.7769626018493856,5.438763997142899,7.060702520912806,2.123910636172074,4.350084939019291
Double Dragon,89,"Action,Adventure,Comedy",3500000,2341309,4.4,253,8.053,1994,11,4,6580046.163558615,4401691.8009015005,-2178354.362657115,2.7680397151555467,5.607189369097343,7.060702520912806,2.4259875150868893,4.465479780063146
Leprechaun 2,85,"Comedy,Horror",2000000,2260622,5.6,238,42.207,1994,4,7,3760026.379176352,4249999.1766732,489972.7974968478,2.781016739727435,5.751100617904112,7.060702520912806,2.1430961496694803,4.433979007053459
Death Wish V: The Face of Death,95,"Action,Crime,Drama",5000000,1702394,5.5,201,10.758,1994,1,14,9400065.947940877,3200523.1738757715,-6199542.774065105,2.748367498534112,5.601641300796621,7.060702520912806,2.965046124366789,4.593939361152582
"Car 54, Where Are You?",89,"Action,Comedy",10700000,1238080,3.7,20,3.068,1994,1,28,20116141.12859348,2327606.729765328,-17788534.398828153,2.690868144148111,3.440303431835639,7.060702520912806,2.4259875150868893,3.904465402995861
Rapa Nui,107,Adventure,20000000,305070,6.3,119,6.63,1994,9,9,37600263.79176351,573535.623747665,-37026728.168015845,2.592602849521523,5.2912034742962515,7.060702520912806,5.511429179343715,5.113984506018574
Camilla,95,"Adventure,Drama,Comedy,Family",8500000,250993,5.6,18,2.855,1994,11,25,15980112.111499494,471870.150494305,-15508241.961005189,2.7022786133214862,3.687350300879537,7.060702520912806,2.965046124366789,4.103844389870154
Police Academy: Mission to Moscow,83,"Comedy,Crime",10000000,126247,4.5,683,11.948,1994,6,9,18800131.895881757,237346.0251459384,-18562785.870735817,2.686982809138048,6.418956194862622,7.060702520912806,2.0172194256339444,4.545965237636855
There Goes My Baby,99,"Drama,Comedy",10500000,123509,6.9,7,1.29,1994,9,2,19740138.490675844,232198.549032846,-19507939.941643,2.682232225101049,3.099288885268857,7.060702520912806,3.456653714095997,4.074719336344677
A Troll in Central Park,76,"Fantasy,Animation,Fiction,Family",23000000,71368,5.1,116,10.2,1994,10,7,43240303.36052803,134172.78131452895,-43106130.5792135,2.5607663856188254,5.101891814506913,7.060702520912806,1.6356164748336262,4.089744298968043
It Runs in the Family,85,"Comedy,Family",15000000,70936,5.4,18,3.328,1994,9,23,28200197.84382264,133360.61561662683,-28066837.22820601,2.6388236844282593,3.658281100405226,7.060702520912806,2.1430961496694803,3.875225863853943
Sinistre,73,Horror,10000,10000,7.5,2,0.6,1994,4,25,18800.13189588176,18800.13189588176,0.0,2.7786383703112256,2.1645849211586685,7.060702520912806,1.4936113943903626,3.374384301693266
City Slickers II: The Legend of Curly's Gold,116,"Action,Comedy,Drama,Western",40,43,5.2,252,9.309,1994,6,10,75.20052758352703,80.84056715229154,5.640039568764507,2.778638397700172,5.7375525831109035,7.060702520912806,4.335979064537514,4.978218141565349
Toy Story,81,"Animation,Adventure,Family,Comedy",30000000,373554033,8.0,15819,236.494,1995,10,30,54757665.71616045,681831562.197919,627073896.4817586,4.964241856336231,9.390678218453852,7.245290455462887,1.8997067729362336,5.874979325797301
Die Hard: With a Vengeance,128,"Action,Thriller",90000000,366101666,7.2,5143,35.489,1995,5,19,164272997.14848137,668229088.1652476,503956091.0167662,4.6174790222967275,8.4083715832009,7.245290455462887,2.6477873237680716,5.729732096182146
Apollo 13,140,"History,Drama,Adventure",52000000,355237933,7.4,4615,15.45,1995,6,30,94913287.2413448,648399999.4971269,553486712.2557821,4.760020713749988,8.34368644433619,7.245290455462887,1.8275021012494232,5.544124928699621
GoldenEye,130,"Adventure,Action,Thriller",58000000,352194034,6.9,3211,23.91,1995,11,16,105864820.38457684,642844106.0332683,536979285.6486915,4.7129938122228205,7.997832438484836,7.245290455462887,2.481016219949205,5.609283231529937
Pocahontas,81,"Adventure,Animation,Family,Romance",55000000,346079773,6.9,4942,55.326,1995,6,14,100389053.81296083,631684017.368623,531294963.55566216,4.6966911402935265,8.342487193003848,7.245290455462887,1.8997067729362336,5.546043890424124
Batman Forever,121,"Action,Crime,Fantasy",100000000,336529144,5.4,4411,23.488,1995,6,16,182525552.3872015,614251679.0299207,431726126.6427192,4.401345231847569,8.055700079211343,7.245290455462887,3.4147479948580037,5.779270940344951
Se7en,127,"Crime,Mystery,Thriller",33000000,327311859,8.4,17634,60.1,1995,9,22,60233432.28777652,597427778.6685684,537194346.3807919,4.7136095007793415,9.516496198669282,7.245290455462887,2.737820558606711,6.053304178379555
Casper,100,"Fantasy,Comedy,Family",50000000,287928194,6.3,3952,44.541,1995,5,26,91262776.19360074,525542526.5769931,434279750.38339233,4.409167108029179,8.091086580738203,7.245290455462887,3.607100668163287,5.838161203098389
Waterworld,135,"Adventure,Action,Fiction",175000000,264218220,6.2,3025,18.448,1995,7,28,319419716.6776026,482265765.5626312,162846048.8850286,3.480741792727656,7.864631848568328,7.245290455462887,2.123910636172074,5.178643683232736
Jumanji,104,"Adventure,Fantasy,Family",65000000,262797249,7.2,9212,14.633,1995,12,15,118641609.05168098,479672130.3956195,361030521.3439385,4.178992101278199,8.874268600598716,7.245290455462887,4.411761987908632,6.177578286312109
Babe,91,"Fantasy,Drama,Comedy,Family",30000000,254134910,6.2,2456,24.623,1995,7,18,54757665.71616045,463861148.2862174,409103482.5700569,4.331434142731969,7.6980729392495615,7.245290455462887,2.587155057298171,5.4654881486856475
Braveheart,178,"Action,Drama,History,War",72000000,213216216,7.9,8577,37.001,1995,3,14,131418397.71878514,389174076.03308886,257755678.31430373,3.8310433361545466,8.89134113073895,7.245290455462887,0.41446475590352727,5.095534919564978
Ace Ventura: When Nature Calls,90,"Crime,Comedy,Adventure",30000000,212385533,6.3,3474,22.103,1995,11,10,54757665.71616045,387657867.2987521,332900201.58259165,4.087153168362079,7.9880428086635575,7.245290455462887,2.5046558083018375,5.45628556019759
Outbreak,127,"Action,Drama,Fiction,Thriller",50000000,189859560,6.5,1861,21.575,1995,3,10,91262776.19360074,346542210.6499102,255279434.45630947,3.8223116775818835,7.514096904678477,7.245290455462887,2.737820558606711,5.329879899082489
Heat,170,"Action,Crime,Drama,Thriller",60000000,187436818,7.9,5750,46.807,1995,12,15,109515331.43232092,342120087.43149346,232604755.99917257,3.7414093854685815,8.571707607031714,7.245290455462887,0.6429191360053769,5.05033164599214
While You Were Sleeping,103,"Romance,Comedy",17000000,182057016,6.9,1394,18.223,1995,4,21,31029343.905824263,332300574.11365587,301271230.2078316,3.981362684134838,7.330879993195379,7.245290455462887,4.1689633612888715,5.681624123520494
The Bridges of Madison County,135,"Drama,Romance",24000000,182016617,7.7,1736,17.772,1995,5,28,43806132.57292837,332226835.6157469,288420703.04281855,3.937569196773441,7.593938705659227,7.245290455462887,2.123910636172074,5.225177248516907
Dangerous Minds,99,Drama,23000000,179519401,6.9,925,15.999,1995,8,11,41980877.04905634,327668778.31744534,285687901.268389,3.928193090806066,7.003049889391227,7.245290455462887,3.456653714095997,5.408296787439044
Twelve Monkeys,129,"Fiction,Thriller,Mystery",29000000,168841459,7.6,7058,31.569,1995,12,29,52932410.19228842,308178805.6983604,255246395.50607195,3.8221950417566384,8.704591600368458,7.245290455462887,2.562342096666572,5.583604798563639
Crimson Tide,116,"War,Thriller,Action,Drama",53000000,157387195,7.2,1391,16.644,1995,5,12,96738542.76521678,287271847.0604719,190533304.29525512,3.586469070660123,7.3631764842784095,7.245290455462887,4.335979064537514,5.632728768734734
Congo,109,"Action,Adventure,Fiction",50000000,152022101,5.5,710,14.34,1995,6,9,91262776.19360074,277479179.6008795,186216403.40727875,3.570190475839995,6.610344802728205,7.245290455462887,7.3471119141906565,6.1932344120554355
Bad Boys,119,"Action,Comedy,Crime,Thriller",19000000,141407024,6.8,5317,45.372,1995,4,7,34679854.95356828,258103951.6703027,223424096.7167344,3.708151211080897,8.389279350036082,7.245290455462887,3.722265704949242,5.7662466803822765
Sense and Sensibility,136,"Drama,Romance",16000000,134582776,7.5,1359,14.467,1995,12,13,29204088.38195224,245647955.31203017,216443866.9300779,3.682663396173445,7.377203035688124,7.245290455462887,2.0605303934550108,5.091421820194866
First Knight,134,"Action,Adventure,Drama,Romance",55000000,127600435,6.1,979,12.392,1995,7,7,100389053.81296083,232903398.832222,132514345.0192611,3.3611011043976142,6.94989965549328,7.245290455462887,2.1896720913454186,4.9364908266748
Mortal Kombat,101,"Action,Fantasy",18000000,122195920,5.8,1851,22.752,1995,8,18,32854599.429696284,223038777.9746228,190184178.5449265,3.585155300053234,7.418712894433008,7.245290455462887,3.773201659770226,5.505590077429838
Casino,179,"Crime,Drama",52000000,116112375,8.0,4662,29.61,1995,11,22,94913287.2413448,211934753.85864896,117021466.61730416,3.2983168073970193,8.41410146377201,7.245290455462887,0.3874105594860524,4.836279821529492
Get Shorty,105,"Comedy,Thriller,Crime",30250000,115101622,6.5,814,11.741,1995,10,20,55213979.59712845,210089871.36212856,154875891.7650001,3.449706148068714,6.853136293563424,7.245290455462887,4.699377407242841,5.561877576084467
Judge Dredd,96,Fiction,90000000,113493481,5.8,1996,20.109,1995,6,30,164272997.14848137,207154603.1187136,42881605.97023225,2.9796104863623745,7.478996541481909,7.245290455462887,3.074742673261191,5.19466003914209
Species,108,"Fiction,Horror,Action",35000000,113374103,5.9,1286,37.914,1995,7,7,63883943.33552055,206936707.7647848,143052764.42926425,3.4031458007674833,7.141274703838756,7.245290455462887,6.1686279243719095,5.989584721110258
The Net,114,"Crime,Drama,Mystery,Thriller,Action",22000000,110627965,6.0,1066,10.086,1995,7,28,40155621.52518434,201924304.21097,161768682.68578568,3.476562743127134,7.004738781732463,7.245290455462887,4.939557128746698,5.666537277267296
The American President,114,"Comedy,Drama,Romance",62000000,107879496,6.6,579,10.572,1995,11,17,113165842.48006491,196907645.98652896,83741803.50646405,3.159236345242917,6.593046880035138,7.245290455462887,4.939557128746698,5.48428270237191
Mr. Holland's Opus,137,"Drama,Music,Family",31000000,106269971,7.0,324,8.128,1995,12,29,56582921.24003246,193969851.58946893,137386930.34943646,3.380606050876985,6.176029531187159,7.245290455462887,1.9993515522660426,4.700319397448268
Under Siege 2: Dark Territory,100,"Action,Thriller",60000000,104324083,5.8,689,16.567,1995,7,13,109515331.43232092,190418108.7686326,80902777.33631168,3.1470871266548373,6.628797887844507,7.245290455462887,3.607100668163287,5.157069034531379
Dead Man,121,"Drama,Fantasy,Western",9000000,103800000,7.3,1241,10.583,1995,12,23,16427299.714848142,189461523.37791517,173034223.663067,3.520015919046133,7.282995538734064,7.245290455462887,3.4147479948580037,5.365762477025272
दिलवाले दुल्हनिया ले जायेंगे,190,"Comedy,Drama,Romance",13200000,100000000,8.6,3873,22.691,1995,10,19,24093372.915110603,182525552.3872015,158432179.4720909,3.4635886264846056,8.323703360099252,7.245290455462887,0.10777040499276781,4.785088211759878
Waiting to Exhale,127,"Comedy,Drama,Romance",16000000,81452156,6.3,128,8.148,1995,12,22,29204088.38195224,148670997.67028514,119466909.2883329,3.3083060638522954,5.349478943738187,7.245290455462887,2.737820558606711,4.66022400541502
Money Train,110,"Action,Comedy,Crime",68000000,77224232,5.8,625,12.808,1995,11,21,124117375.62329704,140953956.0347741,16836580.411477014,2.8592307706646696,6.550872979325334,7.245290455462887,10.0,6.663848551363222
Grumpier Old Men,101,"Romance,Comedy",25000000,71500000,6.4,304,8.783,1995,12,22,45631388.09680037,130505769.95684908,84874381.8600487,3.1640700400369193,6.053472195146414,7.245290455462887,3.773201659770226,5.0590085876041115
Mighty Morphin Power Rangers: The Movie,92,"Family,Action,Adventure,Fiction,Fantasy",15000000,66000000,5.8,569,29.053,1995,6,30,27378832.858080227,120466864.57555304,93088031.7174728,3.198906263900696,6.475840316430942,7.245290455462887,2.673904464568282,4.898485375090702
Sudden Death,106,Action,35000000,64350171,5.9,566,11.757,1995,10,27,63883943.33552055,117455505.07985872,53571561.74433817,3.0276342043086846,6.485278688864275,7.245290455462887,5.052639028115526,5.452710594187843
Clueless,97,"Comedy,Romance",12000000,56631572,7.3,3622,37.315,1995,7,19,21903066.286464185,103367089.61855575,81464023.33209158,3.149492617680694,8.139148822634226,7.245290455462887,3.1923316390626058,5.431565883710103
Sabrina,127,"Comedy,Romance",58000000,53672080,6.2,503,10.592,1995,12,15,105864820.38457684,97965260.49770072,-7899559.886876121,2.740008299885723,6.430599979757495,7.245290455462887,2.737820558606711,4.788429823428204
A Walk in the Clouds,103,"Drama,Romance",20000000,50012507,7.2,762,16.665,1995,8,11,36505110.4774403,91285604.66443785,54780494.18699753,3.0330173719960447,6.882123480037868,7.245290455462887,4.1689633612888715,5.332348667196418
Leaving Las Vegas,111,"Drama,Romance",3600000,49800000,7.3,1117,18.469,1995,10,27,6570919.885939255,90897725.08882634,84326805.20288709,3.1617339779191265,7.198850869210782,7.245290455462887,6.895361408722341,6.125309177828784
How to Make an American Quilt,116,"Drama,Romance",10000000,41200020,6.4,151,7.706,1995,10,6,18252555.23872015,75200564.08863752,56948008.84991737,3.0426450952660886,5.494153288986251,7.245290455462887,4.335979064537514,5.029516976063185
Dead Man Walking,122,Drama,11000000,39363635,7.4,1103,11.269,1995,12,29,20077810.76259217,71848692.2234318,51770881.46083963,3.0195982929689764,7.199644486802745,7.245290455462887,3.2805743994986036,5.186276908683303
